time,producer-service-1_throughput,producer-service-2_throughput,producer-service-3_throughput,producer-service-4_throughput,producer-service-5_throughput,producer-service-6_throughput,producer-service-7_throughput,producer-service-8_throughput,total_throughput,producer-service-1_latency,producer-service-2_latency,producer-service-3_latency,producer-service-4_latency,producer-service-5_latency,producer-service-6_latency,producer-service-7_latency,producer-service-8_latency,average_latency
2021-05-05T20:51:57.000Z,18284,18634,21120,19412,17536,18278,19584,15744,148592,81.94153358127325,77.52484705377267,76.71638257575758,80.1458891407377,80.7643704379562,79.57856439435386,80.78645833333333,89.317581300813,80.8469533522497
2021-05-05T20:51:58.000Z,19840,20278,21001,18048,16896,19968,19328,19712,155071,79.73684475806452,77.94392938159582,79.04818818151517,85.14993351063829,91.8172940340909,81.2979266826923,77.50155215231788,83.81544237012987,82.03888888388059
2021-05-05T20:51:59.000Z,18176,18688,18167,20703,21248,20864,20096,20352,158294,81.24449823943662,83.20671018835617,84.71916111630979,77.15442206443511,75.152296686747,76.41089915644172,84.97686106687898,81.6259335691824,80.56134776097346
2021-05-05T20:52:00.000Z,20480,19840,23552,18849,22400,21888,18432,20736,166177,72.55380859375,72.25519153225807,63.59018342391305,71.69388296461351,66.69120535714286,67.79856542397661,74.88774956597223,73.68614969135803,70.39459206912305
2021-05-05T20:52:01.000Z,20224,19840,22390,22912,22912,20992,21632,21632,172534,76.39621242088607,77.29102822580646,70.17833854399285,75.20823149441341,71.9752531424581,72.4140625,74.39529400887574,72.49620931952663,73.7943287069949
2021-05-05T20:52:02.000Z,18816,17280,19082,19712,21248,20864,21120,21248,159370,84.25138180272108,79.48680555555555,82.07651189602767,78.9051846590909,79.08838478915662,78.265625,74.25359848484848,78.71432605421687,79.38022728020213
2021-05-05T20:52:03.000Z,22912,18688,21376,19840,18432,21376,18560,18432,159616,70.55521124301676,75.63238441780823,71.23053892215569,78.89979838709678,83.99853515625,74.94287986526946,84.14806034482758,84.25124782986111,77.9573320207857
2021-05-05T20:52:04.000Z,18816,18688,22189,18607,19072,20736,21504,20608,160220,74.98814838435374,76.1205051369863,68.69575014646897,78.0356854947063,75.6058619966443,76.78298611111111,70.35635230654762,73.85020380434783,74.30443667264578
2021-05-05T20:52:05.000Z,19813,20224,22629,18513,19584,22528,20992,20608,164891,72.67617221016505,71.2548457278481,64.96500066286623,72.7173337654621,70.46972017973856,66.98601740056819,70.9240663109756,71.40523097826087,70.17479840448559
2021-05-05T20:52:06.000Z,20507,18048,20846,19584,17408,23552,18304,18304,156553,73.98039693763106,74.71459441489361,75.94939077041158,73.49785539215686,80.89464613970588,71.20291270380434,78.69826267482517,78.01305725524476,75.86888953608417
2021-05-05T20:52:07.000Z,12416,12032,11520,12416,10368,12122,12928,13440,97242,81.76594716494846,89.26329787234043,86.95737847222222,84.63901417525773,91.74392361111111,76.70219435736676,86.35891089108911,75.778125,84.15109894304199
2021-05-05T20:52:08.000Z,17536,16000,15488,17754,16640,19918,17024,18816,139176,69.63554972627738,77.4504375,81.79551911157024,73.22952574067816,80.75805288461538,67.88668541018174,75.12834821428571,70.2281568877551,74.51403443442045
2021-05-05T20:52:09.000Z,21504,21248,22656,19110,23808,21720,19712,21760,171518,60.07142857142857,61.11422251506024,60.46817620056497,70.53830455259026,60.447076612903224,63.10593922651934,65.72920048701299,64.06580882352941,63.19251962370113
2021-05-05T20:52:10.000Z,23296,21888,21467,24596,23428,24192,21760,19968,180595,55.78245192307692,57.01626461988304,58.26105184702101,53.50951374207188,56.1236127710432,57.23606977513227,59.471920955882354,61.607371794871796,57.37603217862281
2021-05-05T20:52:11.000Z,21107,21760,20864,17900,23620,22912,19456,25925,173544,70.42753588856777,67.36043198529411,71.88238113496932,73.63843575418994,66.83090601185437,72.45504539106145,76.5201480263158,63.74514946962392,70.35750420773458
2021-05-05T20:52:12.000Z,20621,17792,21285,16256,21816,18432,20736,21435,158373,71.97114591920857,70.3199190647482,68.7593610523843,74.55425688976378,64.08035386872021,81.03776041666667,70.94704861111111,68.74681595521344,71.30208272222706
2021-05-05T20:52:13.000Z,20480,19712,21760,20096,22528,23808,19456,19712,167552,65.405517578125,71.43597808441558,67.53832720588235,68.93799761146497,67.32115589488636,62.71417170698925,71.0279605263158,73.25192775974025,68.45412954597745
