time,producer-service-1_throughput,total_throughput,producer-service-1_latency,average_latency
2021-04-14T17:56:57.000Z,3087,3087,0.7606090055069646,0.7606090055069646
2021-04-14T17:56:58.000Z,3113,3113,0.7520077096048827,0.7520077096048827
2021-04-14T17:56:59.000Z,3110,3110,0.7643086816720257,0.7643086816720257
2021-04-14T17:57:00.000Z,3126,3126,0.7482405630198337,0.7482405630198337
2021-04-14T17:57:01.000Z,3127,3127,0.753757595139111,0.753757595139111
2021-04-14T17:57:02.000Z,3145,3145,0.7507154213036566,0.7507154213036566
2021-04-14T17:57:03.000Z,3099,3099,0.7770248467247499,0.7770248467247499
2021-04-14T17:57:04.000Z,3144,3144,0.7426844783715013,0.7426844783715013
2021-04-14T17:57:05.000Z,3099,3099,0.7615359793481769,0.7615359793481769
2021-04-14T17:57:06.000Z,3118,3118,0.7408595253367544,0.7408595253367544
2021-04-14T17:57:07.000Z,3106,3106,0.766580811332904,0.766580811332904
2021-04-14T17:57:08.000Z,3135,3135,0.7582137161084529,0.7582137161084529
2021-04-14T17:57:09.000Z,3127,3127,0.7553565717940518,0.7553565717940518
2021-04-14T17:57:10.000Z,3131,3131,0.7496007665282657,0.7496007665282657
2021-04-14T17:57:11.000Z,3114,3114,0.7498394348105331,0.7498394348105331
2021-04-14T17:57:12.000Z,3074,3074,0.774886141834743,0.774886141834743
2021-04-14T17:57:13.000Z,3150,3150,0.7485714285714286,0.7485714285714286
2021-04-14T17:57:14.000Z,3087,3087,0.779073534175575,0.779073534175575
2021-04-14T17:57:15.000Z,3129,3129,0.7459252157238735,0.7459252157238735
2021-04-14T17:57:16.000Z,3117,3117,0.7584215591915303,0.7584215591915303
2021-04-14T17:57:17.000Z,3109,3109,0.7574782888388549,0.7574782888388549
2021-04-14T17:57:18.000Z,3106,3106,0.7514488087572441,0.7514488087572441
2021-04-14T17:57:19.000Z,3119,3119,0.7659506252003847,0.7659506252003847
2021-04-14T17:57:20.000Z,3087,3087,0.7722708130871396,0.7722708130871396
2021-04-14T17:57:21.000Z,3135,3135,0.7585326953748006,0.7585326953748006
2021-04-14T17:57:22.000Z,3123,3123,0.7688120397054115,0.7688120397054115
2021-04-14T17:57:23.000Z,3138,3138,0.7568514977692798,0.7568514977692798
2021-04-14T17:57:24.000Z,3130,3130,0.7565495207667732,0.7565495207667732
2021-04-14T17:57:25.000Z,3124,3124,0.7551216389244558,0.7551216389244558
2021-04-14T17:57:26.000Z,3127,3127,0.7617524784138151,0.7617524784138151
2021-04-14T17:57:27.000Z,3074,3074,0.7664281067013663,0.7664281067013663
2021-04-14T17:57:28.000Z,3123,3123,0.7460774895933397,0.7460774895933397
2021-04-14T17:57:29.000Z,3097,3097,0.755892799483371,0.755892799483371
2021-04-14T17:57:30.000Z,3099,3099,0.7641174572442724,0.7641174572442724
2021-04-14T17:57:31.000Z,3118,3118,0.7652341244387428,0.7652341244387428
2021-04-14T17:57:32.000Z,3123,3123,0.7649695805315402,0.7649695805315402
2021-04-14T17:57:33.000Z,3139,3139,0.7441860465116279,0.7441860465116279
2021-04-14T17:57:34.000Z,3120,3120,0.7615384615384615,0.7615384615384615
2021-04-14T17:57:35.000Z,3059,3059,0.7790127492644655,0.7790127492644655
2021-04-14T17:57:36.000Z,3100,3100,0.7770967741935484,0.7770967741935484
2021-04-14T17:57:37.000Z,3129,3129,0.7430488974113135,0.7430488974113135
2021-04-14T17:57:38.000Z,3103,3103,0.7747341282629713,0.7747341282629713
2021-04-14T17:57:39.000Z,3121,3121,0.75008010253124,0.75008010253124
2021-04-14T17:57:40.000Z,3116,3116,0.7682926829268293,0.7682926829268293
2021-04-14T17:57:41.000Z,3112,3112,0.74646529562982,0.74646529562982
2021-04-14T17:57:42.000Z,3075,3075,0.7801626016260162,0.7801626016260162
2021-04-14T17:57:43.000Z,3128,3128,0.7586317135549873,0.7586317135549873
2021-04-14T17:57:44.000Z,3053,3053,0.7825090075335736,0.7825090075335736
2021-04-14T17:57:45.000Z,3132,3132,0.7458492975734355,0.7458492975734355
2021-04-14T17:57:46.000Z,3114,3114,0.7675016056518946,0.7675016056518946
2021-04-14T17:57:47.000Z,3116,3116,0.7570603337612324,0.7570603337612324
2021-04-14T17:57:48.000Z,3095,3095,0.759935379644588,0.759935379644588
2021-04-14T17:57:49.000Z,3101,3101,0.7597549177684618,0.7597549177684618
2021-04-14T17:57:50.000Z,3097,3097,0.7765579593154666,0.7765579593154666
2021-04-14T17:57:51.000Z,3113,3113,0.7610022486347575,0.7610022486347575
2021-04-14T17:57:52.000Z,3104,3104,0.7735180412371134,0.7735180412371134
2021-04-14T17:57:53.000Z,3134,3134,0.7523931078493937,0.7523931078493937
2021-04-14T17:57:54.000Z,3132,3132,0.7605363984674329,0.7605363984674329
2021-04-14T17:57:55.000Z,3128,3128,0.743925831202046,0.743925831202046
2021-04-14T17:57:56.000Z,3122,3122,0.7658552210121717,0.7658552210121717
2021-04-14T17:57:57.000Z,3076,3076,0.7708062418725617,0.7708062418725617
2021-04-14T17:57:58.000Z,3106,3106,0.7694784288473921,0.7694784288473921
2021-04-14T17:57:59.000Z,3093,3093,0.7539605560944067,0.7539605560944067
2021-04-14T17:58:00.000Z,3114,3114,0.7585099550417469,0.7585099550417469
2021-04-14T17:58:01.000Z,3119,3119,0.7569733889067009,0.7569733889067009
2021-04-14T17:58:02.000Z,3130,3130,0.7559105431309904,0.7559105431309904
2021-04-14T17:58:03.000Z,3133,3133,0.7500797957229492,0.7500797957229492
2021-04-14T17:58:04.000Z,3128,3128,0.7672634271099744,0.7672634271099744
2021-04-14T17:58:05.000Z,3105,3105,0.7478260869565218,0.7478260869565218
2021-04-14T17:58:06.000Z,3132,3132,0.7592592592592593,0.7592592592592593
2021-04-14T17:58:07.000Z,3120,3120,0.7439102564102564,0.7439102564102564
2021-04-14T17:58:08.000Z,3112,3112,0.752892030848329,0.752892030848329
2021-04-14T17:58:09.000Z,3116,3116,0.7573812580231065,0.7573812580231065
2021-04-14T17:58:10.000Z,3131,3131,0.750558926860428,0.750558926860428
2021-04-14T17:58:11.000Z,3117,3117,0.7597048444016683,0.7597048444016683
2021-04-14T17:58:12.000Z,3093,3093,0.7811186550274815,0.7811186550274815
2021-04-14T17:58:13.000Z,3123,3123,0.7476785142491195,0.7476785142491195
2021-04-14T17:58:14.000Z,3101,3101,0.7681393099000322,0.7681393099000322
2021-04-14T17:58:15.000Z,3135,3135,0.7508771929824561,0.7508771929824561
2021-04-14T17:58:16.000Z,3147,3147,0.7616777883698761,0.7616777883698761
2021-04-14T17:58:17.000Z,3113,3113,0.7536138772887889,0.7536138772887889
2021-04-14T17:58:18.000Z,3123,3123,0.7691322446365674,0.7691322446365674
2021-04-14T17:58:19.000Z,3121,3121,0.7449535405318808,0.7449535405318808
2021-04-14T17:58:20.000Z,3085,3085,0.7520259319286872,0.7520259319286872
2021-04-14T17:58:21.000Z,3109,3109,0.7658411064651013,0.7658411064651013
2021-04-14T17:58:22.000Z,3129,3129,0.7484819431128156,0.7484819431128156
2021-04-14T17:58:23.000Z,3120,3120,0.7419871794871795,0.7419871794871795
2021-04-14T17:58:24.000Z,3136,3136,0.7493622448979592,0.7493622448979592
2021-04-14T17:58:25.000Z,3123,3123,0.7729747038104386,0.7729747038104386
2021-04-14T17:58:26.000Z,3150,3150,0.7514285714285714,0.7514285714285714
2021-04-14T17:58:27.000Z,3033,3033,0.7879986811737554,0.7879986811737554
2021-04-14T17:58:28.000Z,3055,3055,0.7630114566284779,0.7630114566284779
2021-04-14T17:58:29.000Z,3061,3061,0.7830774256778831,0.7830774256778831
2021-04-14T17:58:30.000Z,3114,3114,0.7597944765574823,0.7597944765574823
2021-04-14T17:58:31.000Z,3116,3116,0.7560975609756098,0.7560975609756098
2021-04-14T17:58:32.000Z,3073,3073,0.7624471200780996,0.7624471200780996
2021-04-14T17:58:33.000Z,3084,3084,0.767833981841764,0.767833981841764
2021-04-14T17:58:34.000Z,3132,3132,0.7640485312899106,0.7640485312899106
2021-04-14T17:58:35.000Z,3134,3134,0.7699425654116145,0.7699425654116145
2021-04-14T17:58:36.000Z,3116,3116,0.7615532734274711,0.7615532734274711
2021-04-14T17:58:37.000Z,3127,3127,0.763351455068756,0.763351455068756
2021-04-14T17:58:38.000Z,3127,3127,0.7585545251039335,0.7585545251039335
2021-04-14T17:58:39.000Z,3117,3117,0.7603464870067372,0.7603464870067372
2021-04-14T17:58:40.000Z,3133,3133,0.7503989786147462,0.7503989786147462
2021-04-14T17:58:41.000Z,3125,3125,0.7568,0.7568
2021-04-14T17:58:42.000Z,3111,3111,0.7512054001928641,0.7512054001928641
2021-04-14T17:58:43.000Z,3103,3103,0.7750563970351273,0.7750563970351273
2021-04-14T17:58:44.000Z,3100,3100,0.7587096774193548,0.7587096774193548
2021-04-14T17:58:45.000Z,3101,3101,0.7545952918413416,0.7545952918413416
2021-04-14T17:58:46.000Z,3141,3141,0.7478510028653295,0.7478510028653295
2021-04-14T17:58:47.000Z,3134,3134,0.7533503509891513,0.7533503509891513
2021-04-14T17:58:48.000Z,3116,3116,0.7487163029525032,0.7487163029525032
2021-04-14T17:58:49.000Z,2268,2268,0.7724867724867724,0.7724867724867724
